ProcessID,DelayedRejectionStage,MeanAcceptanceRate,AdaptationMeasure,BurninLocation,SampleWeight,SampleLogFunc,meanG,logStdG,meanC,logStdC
1,0,.68316832,.0000000,69,1,Inf,-.55820737,-28.270126,-19.805284,-25.411211
1,0,.68627451,.0000000,70,1,Inf,1.2746451,-41.811597,-19.830298,-31.824419
1,0,.68932039,.0000000,71,1,Inf,.77346722,-39.994324,-17.672101,-30.015573
1,0,.69230769,.0000000,72,1,Inf,.30231067,-44.740532,-21.078358,-33.663321
1,0,.69523810,.0000000,73,1,Inf,2.1266360,-39.274104,-19.723322,-30.935125
1,0,.69811321,.0000000,74,1,Inf,-.85677449,-40.759853,-26.335086,-34.081140
1,0,.70093458,.0000000,75,1,Inf,-2.2066548,-38.730775,-31.975545,-36.554584
1,0,.70370370,.0000000,76,1,Inf,-2.3188529,-55.054802,-42.198267,-49.264863
1,0,.70642202,.0000000,77,1,Inf,-3.7867410,-42.162444,-33.416131,-37.643002
1,0,.70909091,.0000000,78,1,Inf,-3.2865397,-53.085351,-38.336837,-44.578762
1,0,.71171171,.0000000,79,1,Inf,-.40478293,-55.974860,-38.809360,-47.574231
1,0,.71428571,.36703525,80,1,Inf,1.6474496,-53.266109,-28.388023,-41.907410
1,0,.71681416,.0000000,81,1,Inf,-.46458914,-36.664521,-18.153492,-26.755451
1,0,.71929825,.0000000,82,1,Inf,.13130021,-25.422090,-8.8994267,-15.769290
1,0,.72173913,.0000000,83,1,Inf,-2.4631111,-7.7442726,-12.637257,-7.6457259
1,0,.72413793,.0000000,84,1,Inf,-5.1896865,-37.746070,-37.097252,-34.686364
1,0,.72649573,.0000000,85,1,Inf,-8.1824951,-44.589361,-45.492613,-40.225466
1,0,.72881356,.0000000,86,1,Inf,-7.2491543,-64.646882,-58.010448,-56.724419
1,0,.73109244,.0000000,87,1,Inf,-7.6747515,-53.966497,-48.175523,-46.681648
1,0,.72727273,.0000000,88,2,Inf,-7.1785666,-30.683113,-32.269712,-27.114164
1,0,.72950820,.0000000,89,1,Inf,-8.8761114,-54.604516,-55.867173,-51.317597
1,0,.73170732,.0000000,90,1,Inf,-9.9307360,-71.167977,-68.727102,-64.841201
1,0,.73387097,.0000000,91,1,Inf,-5.8008579,-79.598373,-64.508714,-68.202635
1,0,.73600000,.0000000,92,1,Inf,-5.6104991,-67.470242,-55.349891,-57.190028
1,0,.73809524,.0000000,93,1,Inf,-8.3022819,-36.145917,-35.305519,-29.570292
1,0,.74015748,.0000000,94,1,Inf,-11.444834,-58.870362,-55.742714,-48.650992
1,0,.74218750,.37998615,95,1,Inf,-12.307025,-69.322099,-57.153945,-54.209719
1,0,.74418605,.0000000,96,1,Inf,-12.073664,-62.405260,-50.031889,-47.463651
1,0,.74615385,.0000000,97,1,Inf,-8.8428811,-79.017763,-58.839762,-62.379455
1,0,.74809160,.0000000,98,1,Inf,-11.152259,-76.538465,-67.387640,-65.699261
1,0,.75000000,.0000000,99,1,Inf,-13.713162,-85.299378,-66.370039,-66.437615
1,0,.75187970,.0000000,100,1,Inf,-17.681311,-121.78312,-86.985535,-91.753992
1,0,.75373134,.0000000,101,1,Inf,-18.975680,-141.36489,-104.19530,-110.49780
1,0,.75555556,.0000000,102,1,Inf,-25.208451,-147.80573,-127.46764,-122.21645
1,0,.75735294,.0000000,103,1,Inf,-25.848751,-155.73539,-129.90718,-128.82535
1,0,.75912409,.0000000,104,1,Inf,-38.222013,-184.22219,-171.49304,-154.97663
1,0,.76086957,.0000000,105,1,Inf,-42.173064,-219.93382,-194.80691,-181.98294
1,0,.76258993,.0000000,106,1,Inf,-41.492083,-205.29061,-183.17908,-168.93254
1,0,.76428571,.0000000,107,1,Inf,-38.721184,-213.25559,-187.04567,-178.30671
1,0,.76595745,.0000000,108,1,Inf,-40.095508,-183.83972,-175.77245,-158.49418
1,0,.76760563,.0000000,109,1,Inf,-40.615399,-150.59759,-160.73450,-134.65722
1,0,.76923077,.0000000,110,1,Inf,-39.916751,-160.28841,-171.63415,-146.51664
1,0,.77083333,.55014939,111,1,Inf,-37.054175,-111.34738,-133.43194,-106.26562
1,0,.77241379,.0000000,112,1,Inf,-13.042395,-17.588677,-42.266098,-30.215641
1,0,.77397260,.0000000,113,1,Inf,-16.977812,-28.430203,-68.697646,-47.267576
1,0,.77551020,.0000000,114,1,Inf,-36.832091,-112.21835,-158.69538,-124.26568
1,0,.77702703,.0000000,115,1,Inf,-34.663306,-129.47018,-162.78942,-135.49955
1,0,.77852349,.0000000,116,1,Inf,-55.813452,-228.07205,-251.25858,-216.09741
1,0,.78000000,.0000000,117,1,Inf,-63.499661,-245.24642,-276.05182,-229.94080
1,0,.78145695,.0000000,118,1,Inf,-73.560605,-281.45670,-308.31384,-257.35472
1,0,.78289474,.0000000,119,1,Inf,-54.847073,-208.94014,-238.01189,-197.41430
1,0,.78431373,.0000000,120,1,Inf,-45.155278,-160.28625,-190.19264,-156.29167
1,0,.78571429,.0000000,121,1,Inf,-43.501134,-115.43982,-167.03721,-123.42391
1,0,.78709677,.0000000,122,1,Inf,-43.007306,-97.776867,-159.74364,-110.65171
1,0,.78846154,.0000000,123,1,Inf,-40.945135,-115.70958,-177.05224,-130.40806
1,0,.78980892,.0000000,124,1,Inf,-50.062928,-125.70238,-193.54867,-139.18373
1,0,.79113924,.0000000,125,1,Inf,-47.508899,-153.94408,-206.28918,-159.91135
1,0,.79245283,.0000000,126,1,Inf,-36.903040,-120.13222,-167.75620,-130.69013
1,0,.79375000,.41617981,127,1,Inf,-36.246483,-92.674801,-153.08813,-111.03713
1,0,.79012346,.0000000,128,2,Inf,-42.533694,-81.026960,-165.07205,-108.23314
1,0,.79141104,.0000000,129,1,Inf,-35.847157,-76.255355,-135.23044,-89.582063
1,0,.79268293,.0000000,130,1,Inf,-26.864230,-90.799847,-121.26614,-92.215597
1,0,.79393939,.0000000,131,1,Inf,-12.275153,-13.136801,-58.844323,-32.402146
1,0,.79518072,.0000000,132,1,Inf,-9.7811606,-27.062988,-71.366775,-48.499383
1,0,.79640719,.0000000,133,1,Inf,-54.912081,-211.99633,-269.37868,-218.06233
1,0,.79761905,.0000000,134,1,Inf,-5.0940661,-17.847689,-62.567121,-43.054753
1,0,.79881657,.0000000,135,1,Inf,-7.2609701,-47.834440,-74.058225,-59.983906
1,0,.80000000,.0000000,136,1,Inf,-27.935785,-165.84659,-186.28158,-164.71158
1,0,.80116959,.0000000,137,1,Inf,-15.331112,-125.89902,-133.95761,-124.23239
1,0,.80232558,.0000000,138,1,Inf,-34.676731,-229.74627,-219.92324,-206.04606
1,0,.80346821,.0000000,139,1,Inf,-15.921515,-171.55538,-146.80362,-148.04432
1,0,.80459770,.0000000,140,1,Inf,-9.4553153,-176.36475,-127.66249,-140.05723
1,0,.80571429,.0000000,141,1,Inf,-23.940495,-173.22994,-157.49290,-148.41932
1,0,.80681818,.28144471,142,1,Inf,-32.040858,-211.39160,-200.42061,-189.83886
1,0,.80790960,.0000000,143,1,Inf,-29.986002,-117.66075,-173.97676,-137.03987
1,0,.80898876,.0000000,144,1,Inf,-37.296886,-162.63200,-226.82328,-183.81581
1,0,NaN,.0000000,145,2,Inf,-63.302363,-260.44031,-359.71088,-295.47314
1,0,NaN,.0000000,146,1,Inf,-52.010428,-179.85341,-270.36197,-216.22674
1,0,NaN,.0000000,147,1,Inf,-52.549617,-212.50205,-286.57990,-237.78185
1,0,NaN,.0000000,148,3,Inf,-78.171418,-334.25713,-408.19451,-347.36789
1,0,NaN,.0000000,149,1,Inf,-61.483910,-221.05309,-299.13273,-243.37703
1,0,NaN,.0000000,150,2,Inf,-91.499974,-294.25908,-405.39170,-317.02531
1,0,NaN,.0000000,151,3,Inf,-88.852619,-342.65870,-420.50835,-344.29607
1,0,NaN,.24176240,152,2,Inf,-63.427398,-282.03499,-359.56019,-299.63580
1,0,NaN,.0000000,153,1,Inf,-84.743719,-321.99170,-443.42970,-354.09431
1,0,NaN,.0000000,154,1,Inf,-52.306283,-220.92465,-335.37151,-267.73482
1,0,NaN,.0000000,155,2,Inf,-70.607340,-328.35819,-418.72870,-345.83035
1,0,NaN,.0000000,156,1,Inf,-22.709444,-154.79560,-188.95428,-159.30680
1,0,NaN,.0000000,157,1,Inf,-21.035568,-238.31650,-210.44485,-211.80678
1,0,NaN,.0000000,158,1,Inf,20.273245,-119.88013,-55.820480,-90.526099
1,0,NaN,.0000000,159,1,Inf,-6.1983518,-235.81511,-187.61491,-206.51984
1,0,NaN,.0000000,160,1,Inf,-21.391612,-251.91841,-247.67614,-240.32840
1,0,NaN,.0000000,161,2,Inf,-27.532481,-304.48244,-298.30594,-288.05883
1,0,NaN,.0000000,162,2,Inf,-23.066710,-315.55368,-314.41143,-308.61822
1,0,NaN,.0000000,163,1,Inf,-13.774936,-215.94090,-251.23735,-234.71010
1,0,NaN,.24976582,164,1,Inf,28.580205,-89.176841,-88.408698,-104.73169
1,0,NaN,.0000000,165,2,Inf,56.620597,-9.7837436,25.539517,-21.852589
1,0,NaN,.0000000,166,2,Inf,66.402425,-28.385891,48.559260,-19.622287
1,0,NaN,.0000000,167,1,Inf,53.078468,-196.20590,-122.53698,-182.91004
1,0,NaN,.0000000,168,1,Inf,41.883374,-260.50847,-179.86755,-236.79877
1,0,NaN,.0000000,169,1,Inf,79.646615,-172.87269,-5.3831476,-112.14327
1,0,NaN,.0000000,170,1,Inf,114.81631,-3.7114718,135.01266,17.166780
1,0,NaN,.0000000,171,1,Inf,118.71389,-3.0107480,137.34411,15.170039
1,0,NaN,.0000000,172,2,Inf,115.64539,-32.094151,60.376668,-39.972126
1,0,NaN,.0000000,173,2,Inf,71.340905,-236.31595,-157.54487,-232.53106
1,0,NaN,.0000000,174,1,Inf,84.274027,-224.12849,-90.973876,-190.34694
1,0,NaN,.0000000,175,1,Inf,112.17368,-181.98799,43.576726,-102.23420
1,0,NaN,.40225199,176,1,Inf,103.66066,-285.71169,-56.317488,-200.18597
1,0,NaN,.0000000,177,1,Inf,122.76141,-324.51705,-85.246965,-241.46063
1,0,NaN,.0000000,178,1,Inf,209.08492,-57.532670,252.33181,21.112769
1,0,NaN,.0000000,179,1,Inf,143.98880,-108.76698,106.37486,-52.848997
1,0,NaN,.0000000,180,1,Inf,165.93675,-70.199941,157.66005,-19.734266
1,0,NaN,.0000000,181,1,Inf,99.803581,-137.97323,16.174126,-92.316090
1,0,NaN,.0000000,182,2,Inf,117.58270,-90.592908,65.100849,-55.548032
1,0,NaN,.0000000,183,1,Inf,107.79199,-83.861485,40.820025,-59.455236
1,0,NaN,.0000000,184,1,Inf,77.310777,-120.76992,-12.960404,-88.524973
1,0,NaN,.0000000,185,1,Inf,62.787878,-62.895449,-.25939301E-01,-54.338901
1,0,NaN,.0000000,186,2,Inf,83.075513,-147.00300,-33.361100,-119.22523
1,0,NaN,.0000000,187,1,Inf,78.482823,-66.808912,14.297714,-54.334265
1,0,NaN,.0000000,188,1,Inf,125.33314,-218.87281,-69.812895,-191.96651
1,0,NaN,.0000000,189,1,Inf,140.69961,-279.73534,-136.21509,-268.71770
1,0,NaN,.23072204,190,1,Inf,155.03134,-64.843755,22.273920,-94.710859
1,0,NaN,.0000000,191,1,Inf,138.78911,-13.848869,25.555453,-61.649133
1,0,NaN,.0000000,192,2,Inf,158.58530,-96.472629,-60.363607,-159.06114
1,0,NaN,.0000000,193,1,Inf,122.78337,-52.074940,-54.238017,-123.40271
1,0,NaN,.0000000,194,1,Inf,131.57019,-56.767809,17.401665,-80.626218
1,0,NaN,.0000000,195,2,Inf,185.90526,-28.580377,84.116543,-54.913301
1,0,NaN,.0000000,196,1,Inf,68.714088,-209.90931,-234.57572,-256.73284
1,0,NaN,.0000000,197,2,Inf,68.122729,-103.65585,-218.75048,-210.63581
1,0,NaN,.0000000,198,4,Inf,113.21958,-10.574985,-83.470171,-112.30749
1,0,NaN,.0000000,199,1,Inf,121.37175,-78.386267,-163.44130,-188.36311
1,0,NaN,.31896477,200,1,Inf,70.708859,-163.37093,-335.39597,-300.35379
1,0,NaN,.0000000,201,1,Inf,-98.546366,-138.89033,-554.04760,-331.02250
1,0,NaN,.0000000,202,1,Inf,-29.403871,-61.612198,-404.11219,-244.98389
1,0,NaN,.0000000,203,1,Inf,14.177495,-2.7968061,-322.71918,-193.83830
1,0,NaN,.0000000,204,1,Inf,21.592336,-54.713549,-363.71957,-238.85676
1,0,NaN,.0000000,205,2,Inf,-12.717057,-166.79336,-530.51431,-365.98667
1,0,NaN,.0000000,206,1,Inf,62.638910,-228.73859,-484.43512,-401.70115
1,0,NaN,.0000000,207,1,Inf,178.92667,-185.18506,-322.20874,-339.81470
1,0,NaN,.0000000,208,1,Inf,248.43641,-213.89940,-319.93898,-378.97261
1,0,NaN,.0000000,209,1,Inf,265.68081,-273.58500,-315.58408,-410.79019
1,0,NaN,.0000000,210,1,Inf,206.81343,-178.19655,-256.90096,-304.42853
1,0,NaN,.0000000,211,2,Inf,179.44514,-333.23942,-336.53385,-401.83781
1,0,NaN,.0000000,212,2,Inf,134.19739,-241.61866,-348.88418,-355.45860
1,0,NaN,.40691953,213,2,Inf,188.13636,-50.801570,-37.993383,-118.84060
1,0,NaN,.0000000,214,1,Inf,193.98608,-214.28049,-64.546804,-207.28995
1,0,NaN,.0000000,215,1,Inf,89.500074,-283.12624,-244.79501,-287.91877
1,0,NaN,.0000000,216,1,Inf,175.29673,-236.69910,-193.94690,-280.60965
1,0,NaN,.0000000,217,2,Inf,146.96761,-227.51890,-243.84701,-287.41712
1,0,NaN,.0000000,218,1,Inf,265.86723,-273.80966,-189.97129,-328.37930
1,0,NaN,.0000000,219,1,Inf,407.96032,-308.71599,-76.220501,-343.56851
1,0,NaN,.0000000,220,1,Inf,298.28120,-148.74181,29.010880,-165.79971
1,0,NaN,.0000000,221,1,Inf,368.36341,-88.608657,215.61515,-70.930182
1,0,NaN,.0000000,222,2,Inf,404.19519,-101.51970,271.24633,-69.670523
1,0,NaN,.0000000,223,1,Inf,301.96681,-125.73754,216.71148,-67.410073
1,0,NaN,.0000000,224,1,Inf,249.21086,-114.51509,186.84774,-57.957904
1,0,NaN,.19121028,225,2,Inf,209.87549,-128.18640,110.37154,-89.817165
1,0,NaN,.0000000,226,1,Inf,232.70721,-205.85972,168.43595,-106.85642
1,0,NaN,.0000000,227,3,Inf,117.39687,-223.32038,21.062007,-158.38625
1,0,NaN,.0000000,228,3,Inf,94.323312,-36.884900,258.79068,68.401185
1,0,NaN,.0000000,229,3,Inf,82.836611,-26.414841,310.59700,107.87694
1,0,NaN,.0000000,230,1,Inf,177.78950,-46.870818,356.88681,81.971495
1,0,NaN,.0000000,231,1,Inf,219.86909,-124.08198,487.50178,102.80424
1,0,NaN,.0000000,232,1,Inf,205.78338,-220.80410,389.01490,6.5512815
1,0,NaN,.25601385,233,5,Inf,42.361758,-43.745970,344.23469,120.09688
1,0,NaN,.0000000,234,1,Inf,53.332656,-28.690127,412.59664,157.69639
1,0,NaN,.0000000,235,1,Inf,119.25087,-112.98966,387.11079,81.583736
1,0,NaN,.0000000,236,4,Inf,310.81197,-104.51358,692.75140,165.00853
1,0,NaN,.0000000,237,1,Inf,170.62352,-156.60609,362.08240,21.556324
1,0,NaN,.0000000,238,4,Inf,238.12753,-108.32224,400.89930,32.086408
1,0,NaN,.23665930,239,3,Inf,187.38634,-41.083420,461.36847,110.24040
1,0,NaN,.0000000,240,2,Inf,183.83526,-186.89042,391.37651,3.9578253
1,0,NaN,.0000000,241,2,Inf,145.99070,-53.282826,643.68966,209.35931
1,0,NaN,.0000000,242,1,Inf,67.325278,-53.367345,657.72942,239.36680
1,0,NaN,.0000000,243,1,Inf,161.28260,-62.822287,674.59454,203.92700
1,0,NaN,.0000000,244,1,Inf,-4.7205929,-112.56751,321.37110,61.448369
1,0,NaN,.0000000,245,1,Inf,-11.473544,-342.96243,-115.57066,-263.65032
1,0,NaN,.18097198,246,12,Inf,-75.687211,-282.25781,-149.90649,-209.12250
1,0,NaN,.0000000,247,3,Inf,-269.22422,-318.81299,-316.12731,-243.12442
1,0,NaN,.0000000,248,1,Inf,-154.63908,-190.87926,-278.15410,-219.66626
1,0,NaN,.0000000,249,2,Inf,-153.71195,-163.04095,-198.62232,-178.31602
1,0,NaN,.0000000,250,2,Inf,24.567647,-174.46684,-88.449062,-201.58965
1,0,NaN,.0000000,251,3,Inf,-20.075907,-57.484886,-150.65745,-161.05331
1,0,NaN,.17701897,252,1,Inf,-18.873347,-147.21727,-235.00722,-241.58758
1,0,NaN,.0000000,253,1,Inf,-45.841175,-171.96091,-400.08055,-321.36798
1,0,NaN,.0000000,254,2,Inf,12.289533,-33.049518,-92.846887,-134.61716
1,0,NaN,.0000000,255,1,Inf,11.203134,-127.29788,-216.64816,-242.60497
1,0,NaN,.0000000,256,2,Inf,147.09827,-187.11354,-186.28188,-290.06346
1,0,NaN,.0000000,257,1,Inf,169.75975,-241.23916,-343.67207,-412.30578
1,0,NaN,.0000000,258,3,Inf,22.598053,-100.82141,-531.19250,-386.86336
1,0,NaN,.0000000,259,1,Inf,117.06360,-38.155380,-239.26401,-236.55766
1,0,NaN,.0000000,260,1,Inf,114.88001,-65.273111,-257.08519,-263.24423
1,0,NaN,.0000000,261,3,Inf,117.54739,-14.289434,-371.20166,-290.08833
1,0,NaN,.15536892,262,1,Inf,158.27454,-113.14554,-135.62349,-249.56619
1,0,NaN,.0000000,263,1,Inf,78.350306,-137.91173,-267.79459,-293.56715
1,0,NaN,.0000000,264,1,Inf,131.26989,-82.399220,-153.22864,-229.61263
1,0,NaN,.0000000,265,1,Inf,96.826336,-52.390956,-304.83352,-295.28375
1,0,NaN,.0000000,266,3,Inf,-1.3234866,-66.848197,-324.57942,-278.41478
1,0,NaN,.0000000,267,3,Inf,-155.82732,-41.152246,-158.04889,-109.94160
1,0,NaN,.0000000,268,1,Inf,26.041801,-19.956607,-47.505024,-108.19899
1,0,NaN,.0000000,269,4,Inf,84.868251,-2.0582696,66.689446,-34.389404
1,0,NaN,.0000000,270,1,Inf,225.36851,-128.09997,155.46400,-98.692432
1,0,NaN,.86301377E-01,271,2,Inf,380.47748,-293.39164,82.378105,-295.25600
1,0,NaN,.0000000,272,4,Inf,258.28535,-239.86641,199.55198,-172.27470
1,0,NaN,.0000000,273,1,Inf,248.02420,-339.85269,-282.72834,-457.09637
1,0,NaN,.0000000,274,1,Inf,116.62721,-117.44065,-194.56358,-244.27288
1,0,NaN,.0000000,275,1,Inf,28.896851,-238.26005,-405.28906,-395.13674
1,0,NaN,.0000000,276,1,Inf,-37.339464,-308.05089,-528.55737,-471.02932
1,0,NaN,.0000000,277,1,Inf,-188.46890,-295.21242,-726.64403,-502.99400
1,0,NaN,.0000000,278,1,Inf,-291.90925,-197.44854,-537.32319,-330.97689
1,0,NaN,.0000000,279,1,Inf,-355.08135,-221.88564,-707.79901,-420.70001
1,0,NaN,.0000000,280,1,Inf,-483.56508,-258.10256,-799.13987,-419.90228
1,0,NaN,.13250717,281,3,Inf,-486.51359,-78.577110,-582.67086,-235.97689
1,0,NaN,.0000000,282,1,Inf,-596.20492,-67.600256,-924.64023,-362.05936
1,0,NaN,.0000000,283,1,Inf,-697.34082,-56.725592,-1014.1798,-358.14802
1,0,NaN,.0000000,284,1,Inf,-727.53032,-32.719854,-1126.3358,-428.39320
1,0,NaN,.0000000,285,1,Inf,-602.94765,-87.076802,-1174.8991,-511.71428
1,0,NaN,.0000000,286,2,Inf,-738.95186,-2.2591292,-1095.2755,-376.39384
1,0,NaN,.0000000,287,1,Inf,-896.37379,-37.872180,-1266.8074,-410.31366
1,0,NaN,.0000000,288,3,Inf,-960.93438,-34.330084,-1305.7001,-385.56537
1,0,NaN,.0000000,289,1,Inf,-954.89668,-68.083698,-1124.2412,-315.64724
1,0,NaN,.0000000,290,1,Inf,-1047.4273,-236.04163,-1645.4518,-612.88619
1,0,NaN,.0000000,291,1,Inf,-1238.1148,-108.95831,-1762.1812,-573.01190
1,0,NaN,.0000000,292,1,Inf,-1297.9980,-226.00119,-1996.5055,-713.24549
1,0,NaN,.29677447,293,2,Inf,-1372.9304,-176.50853,-2145.4997,-742.31916
1,0,NaN,.0000000,294,4,Inf,-1121.7065,-131.78568,-1944.6020,-668.48054
1,0,NaN,.0000000,295,1,Inf,-1031.2692,-71.854510,-1708.2989,-533.07645
1,0,NaN,.0000000,296,1,Inf,-942.26782,-49.150485,-1791.7111,-596.85756
1,0,NaN,.0000000,297,1,Inf,-811.94720,-17.662937,-1698.2899,-592.97443
1,0,NaN,.0000000,298,2,Inf,-882.86514,-182.32676,-1827.4930,-721.74470
1,0,NaN,.0000000,299,1,Inf,-575.98177,-25.661127,-1179.5795,-421.51584
1,0,NaN,.0000000,300,1,Inf,-459.91646,-89.011923,-1104.5104,-429.88732
1,0,NaN,.0000000,301,1,Inf,-734.64954,-146.04113,-1367.7358,-524.66776
1,0,NaN,.13859643,302,5,Inf,-800.01678,-30.081692,-1210.8537,-333.92618
1,0,NaN,.0000000,303,1,Inf,-671.28567,-22.321181,-1074.2487,-324.79872
