ProcessID,DelayedRejectionStage,MeanAcceptanceRate,AdaptationMeasure,BurninLocation,SampleWeight,SampleLogFunc,Average,LogStandardDeviation,Cut
1,0,.83870968,.0000000,1,1,.14821969E-322,31.931397,22.364769,18.585810
1,0,.84375000,.0000000,1,1,.14821969E-322,27.412654,20.398417,14.812706
1,0,.84848485,.0000000,1,1,.14821969E-322,22.915222,18.449766,10.518492
1,0,.85294118,.0000000,1,1,.14821969E-322,31.384439,21.663962,14.166989
1,0,.85714286,.0000000,1,1,.14821969E-322,35.772840,27.203931,15.781107
1,0,.86111111,.42755107,1,1,.14821969E-322,33.747787,26.171456,11.721105
1,0,.86486486,.0000000,1,1,.14821969E-322,34.798393,31.218446,3.8322235
1,0,.84615385,.0000000,1,2,.14821969E-322,49.717283,39.915878,9.6412510
1,0,.82926829,.0000000,1,2,.14821969E-322,57.308383,43.192971,13.670601
1,0,.83333333,.0000000,1,1,.14821969E-322,45.210492,35.068621,17.555894
1,0,.83720930,.0000000,1,1,.14821969E-322,16.702527,14.211566,9.4263669
1,0,.84090909,.0000000,1,1,.14821969E-322,20.518471,16.777182,13.992265
1,0,.84444444,.0000000,1,1,.14821969E-322,15.859626,11.601012,11.555487
1,0,.84782609,.0000000,1,1,.14821969E-322,15.585900,12.694079,4.6399788
1,0,.85106383,.0000000,1,1,.14821969E-322,-1.2178150,2.1774686,.85803822
1,0,.80392157,.36531422,1,4,.14821969E-322,10.609360,10.687010,2.2532096
1,0,.80769231,.0000000,1,1,.14821969E-322,9.0020288,7.4006517,11.496213
1,0,.81132075,.0000000,1,1,.14821969E-322,-14.327707,-16.073165,14.319523
1,0,.81481481,.0000000,1,1,.14821969E-322,11.091409,2.7338059,16.228539
1,0,.81818182,.0000000,1,1,.14821969E-322,21.558213,12.218845,20.249158
1,0,.82142857,.0000000,1,1,.14821969E-322,1.5277710,-.64842475,11.977382
1,0,.82456140,.0000000,1,1,.14821969E-322,-9.3578555,-10.350409,10.442064
1,0,.82758621,.0000000,1,1,.14821969E-322,3.3118666,-3.0179297,17.277617
1,0,.83050847,.0000000,1,1,.14821969E-322,-12.543595,-19.733869,26.220867
1,0,.83333333,.27016852,1,1,.14821969E-322,19.643467,9.5100784,25.368138
1,0,.83606557,.0000000,1,1,.14821969E-322,38.010365,34.572724,16.492846
1,0,.82539683,.0000000,1,2,.14821969E-322,27.182317,24.381104,17.503241
1,0,.82812500,.0000000,1,1,.14821969E-322,52.101066,39.756119,18.248804
1,0,.83076923,.0000000,1,1,.14821969E-322,77.627935,62.942458,10.849807
1,0,.80882353,.0000000,1,3,.14821969E-322,79.802165,67.181992,.97884623
1,0,.81159420,.0000000,1,1,.14821969E-322,128.45598,98.600828,23.853857
1,0,.81428571,.0000000,1,1,.14821969E-322,122.76451,90.665353,22.049833
1,0,.80555556,.32952174,1,2,.14821969E-322,102.59949,79.617901,15.481425
1,0,.79729730,.0000000,1,2,.14821969E-322,74.993718,53.791736,20.959233
1,0,.80000000,.0000000,1,1,.14821969E-322,44.294199,37.858856,18.626045
1,0,.80263158,.0000000,1,1,.14821969E-322,48.538057,38.233533,26.097390
1,0,.80519481,.0000000,1,1,.14821969E-322,86.214760,72.998879,15.819616
1,0,.80769231,.0000000,1,1,.14821969E-322,119.09502,95.933947,26.310082
1,0,.81012658,.0000000,1,1,.14821969E-322,117.30410,95.630244,22.509083
1,0,.81250000,.0000000,1,1,.14821969E-322,73.942148,58.773111,13.356727
1,0,.81481481,.0000000,1,1,.14821969E-322,10.822164,1.5216011,7.7300631
1,0,.81707317,.0000000,1,1,.14821969E-322,-5.5603401,-13.364851,16.146290
1,0,.81927711,.0000000,1,1,.14821969E-322,42.476523,23.332735,13.028330
1,0,.82142857,.23108360,1,1,.14821969E-322,78.715771,55.715831,13.714409
1,0,.82352941,.0000000,1,1,.14821969E-322,173.89664,132.23127,28.792189
1,0,.81609195,.0000000,1,2,.14821969E-322,167.05530,120.98630,27.824024
1,0,.81818182,.0000000,1,1,.14821969E-322,190.40584,128.66010,65.895100
1,0,.82022472,.0000000,1,1,.14821969E-322,231.07056,151.73100,99.899706
1,0,.82222222,.0000000,1,1,.14821969E-322,349.92687,241.93633,110.59301
1,0,.82417582,.0000000,1,1,.14821969E-322,356.89796,240.11587,112.04600
1,0,.82608696,.0000000,1,1,.14821969E-322,221.63429,138.79893,101.99901
1,0,.82795699,.0000000,1,1,.14821969E-322,253.00815,164.64900,123.20981
1,0,.82978723,.0000000,1,1,.14821969E-322,317.56260,216.83130,115.31442
1,0,.83157895,.0000000,1,1,.14821969E-322,286.14697,190.83626,123.44968
1,0,.83333333,.44310467,1,1,.14821969E-322,350.10923,242.88297,142.31182
1,0,.83505155,.0000000,1,1,.14821969E-322,387.70291,270.21602,160.32053
1,0,.83673469,.0000000,1,1,.14821969E-322,356.64933,272.60726,83.883386
1,0,.83838384,.0000000,1,1,.14821969E-322,412.06715,315.99388,79.938361
1,0,.84000000,.0000000,1,1,.14821969E-322,511.14243,378.37641,155.52684
1,0,.84158416,.0000000,1,1,.14821969E-322,653.99112,478.13933,200.79499
1,0,.84313725,.0000000,1,1,.14821969E-322,852.51679,610.65068,264.79758
1,0,.84466019,.0000000,1,1,.14821969E-322,869.51305,614.42652,282.33760
1,0,.84615385,.0000000,1,1,.14821969E-322,1026.7608,733.80028,290.77750
1,0,.84761905,.0000000,1,1,.14821969E-322,902.48544,639.60038,292.68204
1,0,.84905660,.0000000,1,1,.14821969E-322,803.52467,577.93710,254.11189
1,0,.85046729,.0000000,1,1,.14821969E-322,609.26174,422.71987,224.53098
1,0,.85185185,.43316399,1,1,.14821969E-322,722.67284,509.76709,234.40904
1,0,.85321101,.0000000,1,1,.14821969E-322,1275.3921,907.17127,381.62066
1,0,.85454545,.0000000,1,1,.14821969E-322,1318.2631,928.18961,392.59462
1,0,.85585586,.0000000,1,1,.14821969E-322,562.75682,388.76685,134.07045
1,0,.85714286,.0000000,1,1,.14821969E-322,539.19840,350.07403,171.56075
1,0,.85840708,.0000000,1,1,.14821969E-322,251.46561,169.90769,68.410998
1,0,.85964912,.0000000,1,1,.14821969E-322,418.52978,281.01261,111.75408
1,0,.85344828,.0000000,1,2,.14821969E-322,428.12199,280.39119,153.00076
1,0,.85470085,.0000000,1,1,.14821969E-322,718.04912,501.21780,194.61556
1,0,.85593220,.0000000,1,1,.14821969E-322,466.67696,323.53887,153.77939
1,0,.85714286,.0000000,1,1,.14821969E-322,228.34528,165.43847,69.354379
1,0,.85833333,.28407038,1,1,.14821969E-322,514.36761,386.45435,164.33603
1,0,.85950413,.0000000,1,1,.14821969E-322,198.52899,181.92750,47.964599
1,0,.86065574,.0000000,1,1,.14821969E-322,535.30276,413.40016,170.56786
1,0,.86178862,.0000000,1,1,.14821969E-322,1020.3962,759.56504,312.15649
1,0,.86290323,.0000000,1,1,.14821969E-322,1455.2222,1063.1431,449.94675
1,0,.86400000,.0000000,1,1,.14821969E-322,1662.0031,1230.6723,508.56530
1,0,.86507937,.0000000,1,1,.14821969E-322,1564.9904,1173.8128,403.45749
1,0,.86614173,.0000000,1,1,.14821969E-322,1226.2481,941.67411,264.88912
1,0,.85384615,.0000000,1,3,.14821969E-322,870.53629,704.13963,94.387651
1,0,.84848485,.34449736,1,2,.14821969E-322,586.81394,495.48280,29.311754
1,0,.84962406,.0000000,1,1,.14821969E-322,787.38794,611.75641,206.40448
1,0,.85074627,.0000000,1,1,.14821969E-322,937.91112,721.59625,273.75314
1,0,.85185185,.0000000,1,1,.14821969E-322,2318.5529,1715.0877,607.72450
1,0,.85294118,.0000000,1,1,.14821969E-322,1617.0649,1192.4754,396.70395
1,0,.84782609,.0000000,1,2,.14821969E-322,427.46585,333.26070,25.582192
1,0,.84892086,.0000000,1,1,.14821969E-322,564.17896,427.71232,62.919908
1,0,.83802817,.0000000,1,3,.14821969E-322,548.70158,378.53699,44.471724
1,0,.83916084,.0000000,1,1,.14821969E-322,1303.3184,945.78471,200.91611
1,0,.84027778,.29901292,1,1,.14821969E-322,1473.8167,1115.8337,121.64910
1,0,.84137931,.0000000,1,1,.14821969E-322,3286.8055,2482.6285,522.05422
1,0,.84246575,.0000000,1,1,.14821969E-322,2708.3991,2065.6686,261.44626
1,0,.84353741,.0000000,1,1,.14821969E-322,4473.9427,3386.0979,838.18690
1,0,.84459459,.0000000,1,1,.14821969E-322,2653.4696,2082.9244,310.44817
1,0,.84563758,.0000000,1,1,.14821969E-322,3420.4172,2661.8691,565.98807
1,0,.84666667,.0000000,1,1,.14821969E-322,2866.0076,2314.8471,252.19317
1,0,.83660131,.0000000,1,3,.14821969E-322,2600.5409,2056.0549,175.02792
1,0,.83766234,.0000000,1,1,.14821969E-322,2946.3113,2331.1629,297.46895
1,0,.82802548,.41363460,1,3,.14821969E-322,2331.9331,1961.7476,16.685155
1,0,.82389937,.0000000,1,2,.14821969E-322,2951.6952,2394.1957,187.47723
1,0,.82500000,.0000000,1,1,.14821969E-322,3777.8409,2916.1355,723.18944
1,0,.82608696,.0000000,1,1,.14821969E-322,3061.8773,2378.8049,619.45791
1,0,.82716049,.0000000,1,1,.14821969E-322,3041.8542,2342.8914,795.81953
1,0,.82822086,.0000000,1,1,.14821969E-322,4655.0846,3544.3727,1004.7785
1,0,.82926829,.0000000,1,1,.14821969E-322,3383.4947,2621.6565,596.84094
1,0,.83030303,.0000000,1,1,.14821969E-322,3965.9521,2919.3979,1142.2371
1,0,.83132530,.0000000,1,1,.14821969E-322,5116.5656,3818.2825,1296.3677
1,0,.83233533,.0000000,1,1,.14821969E-322,5887.3129,4310.4978,1774.2144
1,0,.83333333,.31101446,1,1,.14821969E-322,6812.0365,5093.1378,1870.5817
1,0,.83431953,.0000000,1,1,.14821969E-322,3976.4702,3002.9106,1033.1133
1,0,.83529412,.0000000,1,1,.14821969E-322,3775.6380,2916.1951,870.41205
1,0,.83625731,.0000000,1,1,.14821969E-322,4744.4503,3454.3137,1495.0019
1,0,.83720930,.0000000,1,1,.14821969E-322,6280.9476,4642.9813,2000.9932
1,0,.83815029,.0000000,1,1,.14821969E-322,1680.4097,1177.9525,1138.5795
1,0,.83428571,.0000000,1,2,.14821969E-322,456.45943,251.76469,862.23944
1,0,.83522727,.0000000,1,1,.14821969E-322,-619.77637,-502.78654,593.74653
1,0,.83615819,.0000000,1,1,.14821969E-322,-2420.7003,-1923.4275,413.50403
1,0,.83707865,.0000000,1,1,.14821969E-322,1400.5870,865.92116,1492.0353
1,0,.83798883,.0000000,1,1,.14821969E-322,-962.24004,-784.55328,471.37084
1,0,.83888889,.31282087,1,1,.14821969E-322,2657.2525,1907.7383,1191.9350
1,0,.83977901,.0000000,1,1,.14821969E-322,2102.3784,1373.3684,1149.5762
1,0,.84065934,.0000000,1,1,.14821969E-322,2159.8043,1582.8250,736.54999
1,0,.84153005,.0000000,1,1,.14821969E-322,8018.4900,6043.2994,2039.6782
1,0,.84239130,.0000000,1,1,.14821969E-322,7075.8667,5641.5688,882.35442
1,0,.83870968,.0000000,1,2,.14821969E-322,5402.0789,4575.8484,216.12531
1,0,.83957219,.0000000,1,1,.14821969E-322,5218.7141,4236.6103,570.80514
1,0,.84042553,.0000000,1,1,.14821969E-322,2304.8490,1994.3177,177.17461
1,0,.84126984,.0000000,1,1,.14821969E-322,2369.1025,2033.2466,468.83283
1,0,.84210526,.0000000,1,1,.14821969E-322,6487.8004,5092.0133,1537.2999
1,0,.84293194,.0000000,1,1,.14821969E-322,6177.4215,5015.3092,842.53273
1,0,.84375000,.28517780,1,1,.14821969E-322,6935.7534,5658.1288,950.70251
1,0,.84455959,.0000000,1,1,.14821969E-322,6061.6338,4891.5602,1178.7190
1,0,.84536082,.0000000,1,1,.14821969E-322,8513.7751,6761.7276,1911.2748
1,0,.84615385,.0000000,1,1,.14821969E-322,14184.365,10999.667,3301.4806
1,0,.84693878,.0000000,1,1,.14821969E-322,15299.132,11977.683,3154.3241
1,0,.84771574,.0000000,1,1,.14821969E-322,14425.136,11358.638,2482.5409
1,0,.84848485,.0000000,1,1,.14821969E-322,10820.748,8726.8153,1812.4711
1,0,.84924623,.0000000,1,1,.14821969E-322,5686.2759,4549.6357,1384.5160
1,0,.85000000,.0000000,1,1,.14821969E-322,9445.8422,7735.6950,1297.5475
1,0,.85074627,.0000000,1,1,.14821969E-322,9855.1481,8032.2305,1370.0422
1,0,.85148515,.0000000,1,1,.14821969E-322,9699.4424,8091.7563,1485.3304
1,0,.85221675,.0000000,1,1,.14821969E-322,11391.842,9327.0536,2498.5506
1,0,.85294118,.34440945,1,1,.14821969E-322,17621.506,14336.471,3361.5132
1,0,.85365854,.0000000,1,1,.14821969E-322,25986.880,20929.624,4629.6470
1,0,.85436893,.0000000,1,1,.14821969E-322,24522.608,19824.671,4655.5486
1,0,.85507246,.0000000,1,1,.14821969E-322,26230.534,21418.561,4386.2138
1,0,.85576923,.0000000,1,1,.14821969E-322,28948.843,23422.608,5239.5820
1,0,.85645933,.0000000,1,1,.14821969E-322,22939.673,19102.237,4613.8399
1,0,.85714286,.0000000,1,1,.14821969E-322,32014.721,26179.393,6899.2450
1,0,.85781991,.0000000,1,1,.14821969E-322,26327.577,21841.394,5179.2050
1,0,.85849057,.0000000,1,1,.14821969E-322,30084.580,24888.178,6393.1313
1,0,.85915493,.0000000,1,1,.14821969E-322,27154.469,22635.419,5814.3957
1,0,.85981308,.0000000,1,1,.14821969E-322,28028.926,23634.656,5676.8538
1,0,.86046512,.0000000,1,1,.14821969E-322,27525.487,23193.035,5461.0820
1,0,.86111111,.48623578,1,1,.14821969E-322,20448.282,17629.313,4318.1728
1,0,.86175115,.0000000,1,1,.14821969E-322,26975.763,22968.686,4248.3812
1,0,.86238532,.0000000,1,1,.14821969E-322,16762.769,13826.018,1765.4168
1,0,.86301370,.0000000,1,1,.14821969E-322,22106.095,18384.463,3387.9069
1,0,.86363636,.0000000,1,1,.14821969E-322,23095.040,19486.948,3017.5566
1,0,.86425339,.0000000,1,1,.14821969E-322,19275.467,15683.685,2905.4215
1,0,.86486486,.0000000,1,1,.14821969E-322,16882.710,13815.073,2819.5946
1,0,.86547085,.0000000,1,1,.14821969E-322,13677.169,9842.1521,2343.6809
1,0,.86607143,.0000000,1,1,.14821969E-322,12346.211,9014.4386,2815.9396
1,0,.86666667,.0000000,1,1,.14821969E-322,12143.327,8144.9362,2149.5449
1,0,.86725664,.0000000,1,1,.14821969E-322,25041.236,18638.980,3985.1594
1,0,.86784141,.0000000,1,1,.14821969E-322,23258.076,17266.609,3750.4163
1,0,.86462882,.29210610,1,2,.14821969E-322,21470.775,16407.511,2488.7458
1,0,.86521739,.0000000,1,1,.14821969E-322,31412.302,25101.625,4304.4115
1,0,.86580087,.0000000,1,1,.14821969E-322,31497.565,25765.974,2986.2914
1,0,.86266094,.0000000,1,2,.14821969E-322,20363.861,17395.359,253.36531
1,0,.86324786,.0000000,1,1,.14821969E-322,32705.655,27690.481,2695.8061
1,0,.86382979,.0000000,1,1,.14821969E-322,34253.840,29335.579,2641.2739
1,0,.86440678,.0000000,1,1,.14821969E-322,47749.844,40603.116,5094.3580
1,0,.86497890,.0000000,1,1,.14821969E-322,56750.167,46983.074,6753.2991
1,0,.86554622,.0000000,1,1,.14821969E-322,107047.31,86895.234,16129.644
1,0,.86610879,.0000000,1,1,.14821969E-322,114249.01,93295.769,16733.013
1,0,.86666667,.38710412,1,1,.14821969E-322,132304.44,107520.11,21043.675
1,0,.86721992,.0000000,1,1,.14821969E-322,108373.57,88587.818,15249.882
1,0,.86776860,.0000000,1,1,.14821969E-322,108795.74,89946.126,13731.181
1,0,.86831276,.0000000,1,1,.14821969E-322,83141.082,68325.840,10926.500
1,0,.86885246,.0000000,1,1,.14821969E-322,111765.75,90569.531,15914.717
1,0,.86938776,.0000000,1,1,.14821969E-322,94919.261,76058.666,14350.324
1,0,.86991870,.0000000,1,1,.14821969E-322,47053.545,37751.542,7932.5233
1,0,.87044534,.0000000,1,1,.14821969E-322,70062.848,56540.857,11277.094
1,0,.87096774,.0000000,1,1,.14821969E-322,73986.052,59801.347,11254.031
1,0,.87148594,.0000000,1,1,.14821969E-322,59316.548,47832.338,6416.6332
1,0,.87200000,.0000000,1,1,.14821969E-322,67539.972,54668.615,6655.0230
1,0,.87250996,.0000000,1,1,.14821969E-322,88788.667,71818.209,10993.910
1,0,.87301587,.28546983,1,1,.14821969E-322,138576.26,113571.02,21772.423
1,0,.87351779,.0000000,1,1,.14821969E-322,47938.864,39745.663,7371.1579
1,0,.87058824,.0000000,1,2,.14821969E-322,76638.392,61807.127,8631.5269
1,0,.87109375,.0000000,1,1,.14821969E-322,41084.066,33296.445,1604.4762
1,0,.87159533,.0000000,1,1,.14821969E-322,95420.857,76994.514,11438.848
1,0,.85227273,.25203530,1,7,.14821969E-322,46172.920,36939.764,1289.3890
1,0,.85283019,.0000000,1,1,.14821969E-322,88584.925,70427.539,7769.7136
1,0,.85018727,.0000000,1,2,.14821969E-322,79952.652,66731.910,4926.7556
1,0,.85074627,.0000000,1,1,.14821969E-322,222806.24,182867.70,25172.283
1,0,.85130112,.0000000,1,1,.14821969E-322,275317.88,223908.60,36335.256
1,0,.85185185,.0000000,1,1,.14821969E-322,325176.89,266650.14,42877.683
1,0,.85239852,.0000000,1,1,.14821969E-322,238668.66,196256.29,34084.531
1,0,.85294118,.0000000,1,1,.14821969E-322,246332.57,199923.69,32102.470
1,0,.85347985,.0000000,1,1,.14821969E-322,115521.32,93857.019,9293.3807
1,0,.85401460,.0000000,1,1,.14821969E-322,109241.12,89956.818,5075.0424
1,0,.85454545,.0000000,1,1,.14821969E-322,74347.279,62752.811,1922.7098
1,0,.85507246,.29967927,1,1,.14821969E-322,84313.426,69772.721,3304.3413
1,0,.85559567,.0000000,1,1,.14821969E-322,183124.43,146366.01,23600.642
1,0,.85611511,.0000000,1,1,.14821969E-322,253561.66,200774.52,37335.195
1,0,.85663082,.0000000,1,1,.14821969E-322,258702.79,206029.67,36221.207
1,0,.85714286,.0000000,1,1,.14821969E-322,226634.50,180133.08,25267.984
1,0,.85765125,.0000000,1,1,.14821969E-322,239698.22,195144.48,19054.697
1,0,.85512367,.0000000,1,2,.14821969E-322,139660.47,113943.68,7070.2478
1,0,.85563380,.0000000,1,1,.14821969E-322,207668.21,169739.87,12838.261
1,0,.85614035,.0000000,1,1,.14821969E-322,180691.09,147147.94,10193.254
1,0,.85664336,.0000000,1,1,.14821969E-322,198985.23,163518.28,11885.615
1,0,.85714286,.0000000,1,1,.14821969E-322,241843.72,202220.31,18130.662
1,0,.85763889,.29538294,1,1,.14821969E-322,195160.50,164284.35,12170.428
1,0,.85517241,.0000000,1,2,.14821969E-322,266859.06,222876.71,19416.219
1,0,.85567010,.0000000,1,1,.14821969E-322,382247.28,311697.95,30299.721
1,0,.85616438,.0000000,1,1,.14821969E-322,281868.51,228435.48,13752.510
1,0,.85665529,.0000000,1,1,.14821969E-322,316552.94,257591.22,19546.914
1,0,.85714286,.0000000,1,1,.14821969E-322,411109.56,334487.60,36823.461
1,0,.85762712,.0000000,1,1,.14821969E-322,405562.34,327364.16,35264.571
1,0,.85521886,.0000000,1,2,.14821969E-322,393068.12,320076.31,26845.026
1,0,.85570470,.0000000,1,1,.14821969E-322,283425.40,228308.16,14382.143
1,0,.85618729,.0000000,1,1,.14821969E-322,343259.33,274663.34,25720.287
1,0,.85666667,.30941589,1,1,.14821969E-322,413229.20,331710.57,40630.099
1,0,.85714286,.0000000,1,1,.14821969E-322,510819.28,413884.08,48538.783
1,0,.85761589,.0000000,1,1,.14821969E-322,657114.64,528201.34,65096.633
1,0,.85808581,.0000000,1,1,.14821969E-322,877910.65,713419.00,78782.321
1,0,.85855263,.0000000,1,1,.14821969E-322,1153984.6,937291.69,108415.51
1,0,.85901639,.0000000,1,1,.14821969E-322,944526.73,767238.72,81518.567
1,0,.85947712,.0000000,1,1,.14821969E-322,1259881.9,1022409.0,135747.82
1,0,.85993485,.0000000,1,1,.14821969E-322,1434944.3,1163147.4,156023.37
1,0,.86038961,.0000000,1,1,.14821969E-322,1589261.6,1289551.9,169951.22
1,0,.86084142,.0000000,1,1,.14821969E-322,1481246.3,1200909.3,160576.38
1,0,.86129032,.0000000,1,1,.14821969E-322,1716146.5,1393193.3,194125.60
1,0,.86173633,.0000000,1,1,.14821969E-322,1738618.8,1405954.8,197017.69
1,0,.86217949,.42879300,1,1,.14821969E-322,1498967.0,1205927.7,163789.96
1,0,.86261981,.0000000,1,1,.14821969E-322,911823.98,728621.17,100457.68
1,0,.86305732,.0000000,1,1,.14821969E-322,1029057.6,821913.19,119900.25
1,0,.86349206,.0000000,1,1,.14821969E-322,920201.04,740330.43,105018.11
1,0,.86392405,.0000000,1,1,.14821969E-322,1434173.6,1159612.7,161276.36
1,0,.86435331,.0000000,1,1,.14821969E-322,1521200.1,1231102.7,158675.47
1,0,.86477987,.0000000,1,1,.14821969E-322,1631055.8,1324109.7,176860.26
1,0,.86520376,.0000000,1,1,.14821969E-322,1045281.9,850519.70,94360.264
1,0,.86292835,.0000000,1,2,.14821969E-322,845385.85,689726.14,78599.682
1,0,.86335404,.0000000,1,1,.14821969E-322,907156.15,740831.07,87496.174
1,0,.86377709,.0000000,1,1,.14821969E-322,1488370.6,1217923.6,146170.24
1,0,.86419753,.26050618,1,1,.14821969E-322,1467004.5,1196662.6,142270.55
1,0,.86461538,.0000000,1,1,.14821969E-322,1999191.1,1617183.2,200714.52
1,0,.86503067,.0000000,1,1,.14821969E-322,2356332.7,1905819.5,237808.58
1,0,.86544343,.0000000,1,1,.14821969E-322,2450720.5,1978817.6,264128.97
1,0,.86585366,.0000000,1,1,.14821969E-322,2640659.6,2133520.3,279196.49
1,0,.86626140,.0000000,1,1,.14821969E-322,3055489.4,2466499.9,310791.10
1,0,.86666667,.0000000,1,1,.14821969E-322,2246211.6,1796022.0,249221.95
1,0,.86706949,.0000000,1,1,.14821969E-322,2427084.7,1950085.6,253316.90
1,0,.86746988,.0000000,1,1,.14821969E-322,3011440.9,2430682.9,313663.16
1,0,.86786787,.0000000,1,1,.14821969E-322,3662034.8,2960009.5,370715.34
1,0,.86826347,.0000000,1,1,.14821969E-322,3894661.9,3149632.2,396854.88
1,0,.86865672,.0000000,1,1,.14821969E-322,2382691.6,1919951.4,235347.95
1,0,.86904762,.32709935,1,1,.14821969E-322,2589564.8,2088192.8,277932.53
1,0,.86943620,.0000000,1,1,.14821969E-322,1264627.1,1021410.0,148052.84
1,0,.86982249,.0000000,1,1,.14821969E-322,1015193.1,822301.82,83583.264
1,0,.87020649,.0000000,1,1,.14821969E-322,1901425.5,1524294.6,185230.60
1,0,.87058824,.0000000,1,1,.14821969E-322,1504101.3,1205367.6,134224.00
1,0,.87096774,.0000000,1,1,.14821969E-322,1990148.3,1599313.7,181244.79
1,0,.87134503,.0000000,1,1,.14821969E-322,4157453.5,3354061.6,424946.68
1,0,.87172012,.0000000,1,1,.14821969E-322,1988876.5,1599697.8,235272.59
1,0,.87209302,.0000000,1,1,.14821969E-322,1579058.0,1275565.4,207601.04
1,0,.87246377,.0000000,1,1,.14821969E-322,754335.58,600886.36,155046.51
1,0,.87283237,.0000000,1,1,.14821969E-322,920532.46,736428.88,145239.75
1,0,.87319885,.0000000,1,1,.14821969E-322,1170380.9,944543.98,169376.93
1,0,.87356322,.25182087,1,1,.14821969E-322,1212524.0,987661.80,173728.06
1,0,.87392550,.0000000,1,1,.14821969E-322,1515819.4,1241193.5,187499.39
1,0,.87428571,.0000000,1,1,.14821969E-322,1948056.6,1588473.1,266442.21
1,0,.87464387,.0000000,1,1,.14821969E-322,191535.45,156987.15,103683.12
1,0,.87500000,.0000000,1,1,.14821969E-322,1292915.4,1042745.4,173374.05
1,0,.87535411,.0000000,1,1,.14821969E-322,2485310.0,2015804.6,215830.89
1,0,.87570621,.0000000,1,1,.14821969E-322,3096132.8,2503283.7,308628.36
1,0,.87605634,.0000000,1,1,.14821969E-322,1847743.0,1480343.3,195556.57
1,0,.87640449,.0000000,1,1,.14821969E-322,118871.11,77819.600,40422.899
1,0,.87675070,.0000000,1,1,.14821969E-322,868184.76,679033.24,128823.19
1,0,.87709497,.0000000,1,1,.14821969E-322,-325578.15,-276586.33,45506.448
1,0,.87743733,.0000000,1,1,.14821969E-322,248284.93,200453.50,34443.403
1,0,.87777778,.23718378,1,1,.14821969E-322,3825414.6,3091199.0,437866.80
1,0,.87811634,.0000000,1,1,.14821969E-322,2227305.4,1806147.4,243399.96
1,0,.87845304,.0000000,1,1,.14821969E-322,732436.25,600839.07,108744.19
1,0,.87637363,.0000000,1,2,.14821969E-322,137332.07,111656.65,60776.404
1,0,.87671233,.0000000,1,1,.14821969E-322,-601935.88,-488515.69,38040.903
1,0,.87704918,.0000000,1,1,.14821969E-322,207646.41,152347.07,131473.54
1,0,.87738420,.0000000,1,1,.14821969E-322,344531.59,262522.32,144363.83
1,0,.87771739,.0000000,1,1,.14821969E-322,1538571.6,1215387.0,315971.69
1,0,.87804878,.0000000,1,1,.14821969E-322,1753846.8,1354482.6,434561.10
1,0,.87837838,.0000000,1,1,.14821969E-322,585464.67,405562.34,312372.33
1,0,.87870620,.0000000,1,1,.14821969E-322,1318578.5,1021163.1,411832.80
1,0,.87903226,.30608409,1,1,.14821969E-322,2457325.1,1943876.8,491271.05
1,0,.87935657,.0000000,1,1,.14821969E-322,400018.26,263737.53,348901.73
