ProcessID,DelayedRejectionStage,MeanAcceptanceRate,AdaptationMeasure,BurninLocation,SampleWeight,SampleLogFunc,mean,logStd
1,0,.20868743,.0000000,1,1,-14933.899,-.20328612E-01,-.10894158E-01
1,0,.21393366,.0000000,1,1,-14934.101,-.10600644E-01,-.40387810E-02
1,0,.22065218,.0000000,1,1,-14934.097,-.14674219E-01,-.51105105E-02
1,0,.22391635,.0000000,1,1,-14934.598,-.22527555E-01,-.50694381E-02
1,0,.22856285,.20051033E-01,1,3,-14934.437,-.30586770E-01,-.11265583E-01
1,0,.23488610,.0000000,1,1,-14934.134,-.17740715E-01,-.59490765E-02
1,0,.24110654,.0000000,1,1,-14933.926,-.14898947E-01,-.82766672E-02
1,0,.24722665,.0000000,1,1,-14933.920,-.18709856E-01,-.12838342E-01
1,0,.25164623,.0000000,1,1,-14934.143,-.88121569E-02,-.91078633E-02
1,0,.25758554,.0000000,1,1,-14934.047,-.17077286E-01,-.14006012E-01
1,0,.26343133,.0000000,1,1,-14933.887,-.18901045E-01,-.11044642E-01
1,0,.26247968,.15963009E-01,1,1,-14935.842,-.45595685E-01,-.33710656E-01
1,0,.26253053,.0000000,1,3,-14936.724,-.39857412E-01,-.35846221E-01
1,0,.26811742,.0000000,1,1,-14934.328,-.28200842E-01,-.21323736E-01
1,0,.27541577,.43791016E-01,1,4,-14934.013,-.25638651E-01,-.17112589E-01
1,0,.27982078,.0000000,1,2,-14934.512,-.38799643E-01,-.23601396E-01
1,0,.28500192,.0000000,1,1,-14934.186,-.56231586E-02,-.29825225E-02
1,0,.29010905,.0000000,1,1,-14933.889,-.20865905E-01,-.12075008E-01
1,0,.29491282,.0000000,1,1,-14933.922,-.14467356E-01,-.89672424E-02
1,0,.29853357,.0000000,1,1,-14934.134,-.23500166E-01,-.90052285E-02
1,0,.30147491,.0000000,1,1,-14934.464,-.22423069E-02,-.66966617E-02
1,0,.30460554,.79700520E-01,1,1,-14934.749,-.29564524E-01,-.84896477E-02
1,0,.30417673,.0000000,1,6,-14935.008,-.44907864E-01,-.20637650E-01
1,0,.30770905,.75616148E-01,1,5,-14934.354,-.21813799E-01,-.19104038E-01
1,0,.31012547,.0000000,1,1,-14934.733,-.40374035E-01,-.26103143E-01
1,0,.31451958,.0000000,1,1,-14934.321,-.26947684E-01,-.20882509E-01
1,0,.31400197,.0000000,1,1,-14935.779,-.53781172E-01,-.31310497E-01
1,0,.31656232,.93825011E-01,1,2,-14934.279,-.71309465E-02,-.13631476E-02
1,0,.31663412,.0000000,1,1,-14935.393,-.42588703E-01,-.31036987E-01
1,0,.32085243,.0000000,1,1,-14935.202,-.43887717E-01,-.29842206E-01
1,0,.32501898,.0000000,1,1,-14934.569,-.27262880E-01,-.22715107E-01
1,0,.32585323,.0000000,1,3,-14934.895,-.44916324E-01,-.22658994E-01
1,0,.32768241,.0000000,1,1,-14935.355,-.21613730E-01,-.24027933E-01
1,0,.33168430,.92244999E-01,1,1,-14934.929,-.10062290E-01,-.15855123E-01
1,0,.33494330,.0000000,1,2,-14934.980,-.12474871E-01,-.17577591E-01
1,0,.33628022,.0000000,1,2,-14936.667,-.16528107E-03,-.16019714E-01
1,0,.33345864,.90511665E-01,1,5,-14936.530,-.19227788E-01,-.26755900E-01
1,0,.33349827,.0000000,1,3,-14935.163,-.58588660E-02,-.14216433E-01
1,0,.33075255,.0000000,1,3,-14935.860,-.13138552E-01,-.21418464E-01
1,0,.32691179,.86996852E-01,1,7,-14935.077,.77023624E-02,.59718712E-02
1,0,.31388660,.80824901E-01,1,14,-14934.802,.36500911E-02,-.38983586E-02
1,0,.31145594,.51731335E-01,1,6,-14934.208,-.57954029E-02,-.69417445E-02
1,0,.29920301,.73455342E-01,1,9,-14936.407,.23935896E-01,.99678512E-02
1,0,.28857040,.15820832E-01,1,12,-14935.874,.17223507E-01,.10576803E-01
1,0,.28850793,.0000000,1,4,-14934.239,-.64595016E-02,-.81926420E-02
1,0,.26988081,.13464413E-01,1,22,-14934.727,-.37795672E-01,-.26209007E-01
1,0,.27133138,.0000000,1,4,-14934.894,-.40644381E-01,-.27596073E-01
1,0,.26971016,.19564637E-01,1,4,-14935.323,-.79775395E-02,.48503105E-02
1,0,.26524117,.0000000,1,9,-14934.102,-.15803368E-01,-.13874373E-01
1,0,.25238921,.13364750E-01,1,17,-14935.714,-.26014386E-01,-.27368463E-01
1,0,.25407939,.0000000,1,2,-14935.205,-.48110765E-01,-.23348694E-01
1,0,.25493816,.10175546E-01,1,3,-14934.505,-.10758661E-03,.10666287E-02
1,0,.25568634,.0000000,1,4,-14933.941,-.19061721E-01,-.13507136E-01
1,0,.25382180,.0000000,1,7,-14934.023,-.14243492E-01,-.11852476E-01
1,0,.25224234,.0000000,1,3,-14935.326,.74886770E-02,.81821625E-02
1,0,.25317392,.13162871E-01,1,5,-14934.585,-.16129929E-01,-.17656356E-01
1,0,.25348972,.0000000,1,2,-14935.085,-.33986753E-01,-.27709661E-01
1,0,.25159655,.51818094E-02,1,9,-14934.664,-.27935346E-01,-.79054967E-02
1,0,.25311121,.0000000,1,2,-14934.553,-.20040952E-02,-.74013281E-02
1,0,.24244467,.11209069E-01,1,23,-14934.149,-.24388881E-01,-.18492403E-01
1,0,.24413225,.0000000,1,1,-14934.328,-.36615563E-01,-.20563714E-01
1,0,.24384623,.0000000,1,2,-14935.283,.11192000E-01,.66215195E-03
1,0,.24108147,.16888900E-01,1,9,-14934.353,-.65537135E-02,-.51007181E-03
1,0,.23664384,.0000000,1,13,-14934.099,-.12473464E-01,-.44299409E-02
1,0,.23593341,.0000000,1,2,-14935.695,-.71244725E-02,-.17249685E-01
1,0,.23671383,.0000000,1,3,-14934.788,-.50162139E-02,.30951983E-02
1,0,.23351683,.15527103E-01,1,13,-14934.499,-.38587804E-01,-.18619379E-01
1,0,.23137156,.0000000,1,8,-14934.390,-.37784638E-01,-.21080865E-01
1,0,.23012102,.0000000,1,4,-14935.393,-.48210852E-01,-.21119416E-01
1,0,.23201261,.0000000,1,1,-14935.132,-.59306095E-02,-.14119354E-01
1,0,.23285019,.13850213E-01,1,1,-14935.687,-.38498848E-01,-.10271451E-01
1,0,.23124535,.0000000,1,7,-14937.304,-.65997351E-01,-.34628986E-01
1,0,.23197847,.0000000,1,3,-14937.005,-.63641764E-01,-.35789077E-01
1,0,.23276242,.0000000,1,3,-14934.488,-.33297478E-01,-.13028259E-01
1,0,.23487024,.69176529E-02,1,3,-14934.621,-.19371429E-01,-.19573289E-01
1,0,.23207208,.0000000,1,13,-14934.463,-.36433862E-01,-.16321900E-01
1,0,.23099747,.0000000,1,5,-14934.846,-.44611530E-01,-.23695313E-01
1,0,.23110719,.12115315E-01,1,9,-14934.882,-.45941595E-02,.37580096E-02
1,0,.22993651,.0000000,1,11,-14935.379,-.81533257E-02,-.16661780E-01
1,0,.23060358,.75918080E-02,1,3,-14934.985,-.19888511E-01,-.21640551E-01
1,0,.23079229,.0000000,1,6,-14934.525,-.38194339E-01,-.17640546E-01
1,0,.23205483,.40251965E-02,1,11,-14934.071,-.16642826E-01,-.61317368E-02
1,0,.23156143,.0000000,1,3,-14934.867,-.25046280E-01,-.50638069E-02
1,0,.23314258,.0000000,1,1,-14934.170,-.28962329E-01,-.12542744E-01
1,0,.23196427,.82167707E-02,1,5,-14935.328,-.21648735E-01,-.23939864E-01
1,0,.23415518,.0000000,1,4,-14935.502,-.16395592E-01,.20880546E-02
1,0,.23384765,.27297065E-02,1,1,-14938.008,.29076668E-01,.22023615E-01
1,0,.23491653,.0000000,1,2,-14936.209,.22004131E-01,.80626940E-02
1,0,.23532558,.0000000,1,1,-14937.032,.28669928E-01,.14943821E-01
1,0,.23467437,.0000000,1,2,-14938.967,.43029838E-01,.21171718E-01
1,0,.23619893,.0000000,1,1,-14938.008,.22742761E-01,.21905450E-01
1,0,.23635175,.10008944E-02,1,2,-14938.607,.19667099E-01,-.72705545E-02
1,0,.23647025,.0000000,1,4,-14936.038,.15996913E-01,-.99475767E-04
1,0,.23582761,.0000000,1,2,-14937.979,.33957924E-01,.95783319E-02
1,0,.23732306,.0000000,1,1,-14936.977,.44692534E-03,-.16552500E-01
1,0,.23820017,.26482389E-02,1,3,-14935.278,-.14464935E-01,-.20014479E-01
1,0,.23921490,.0000000,1,2,-14935.271,-.25178863E-01,-.25321254E-01
1,0,.24022198,.0000000,1,2,-14934.633,-.11767888E-01,-.15351522E-01
1,0,.23797734,.37529806E-02,1,9,-14935.337,.14208615E-02,-.97294954E-02
1,0,.23942057,.0000000,1,1,-14934.678,-.18801741E-01,-.19595088E-01
1,0,.24006383,.0000000,1,6,-14934.304,-.31003280E-01,-.21745883E-01
1,0,.23910777,.64242595E-02,1,6,-14934.470,-.19438476E-01,-.42113800E-02
1,0,.24000668,.0000000,1,1,-14934.791,-.42223750E-01,-.26238939E-01
1,0,.23837682,.36720519E-02,1,9,-14934.137,-.29485962E-01,-.13440553E-01
1,0,.23908899,.0000000,1,1,-14934.598,-.30873152E-01,-.24058321E-01
1,0,.23962047,.37211023E-02,1,3,-14934.636,-.65243676E-02,-.11802479E-01
1,0,.23943221,.0000000,1,6,-14933.988,-.27099596E-01,-.16538878E-01
1,0,.23880026,.82310619E-02,1,17,-14934.040,-.11904269E-01,-.10260530E-01
1,0,.23754974,.0000000,1,5,-14934.837,.93424217E-03,-.70596435E-02
1,0,.23889398,.78570519E-02,1,3,-14935.134,-.28141365E-02,-.11927986E-01
1,0,.23955870,.0000000,1,1,-14935.598,-.42116603E-01,-.32057591E-01
1,0,.23781897,.27102291E-02,1,10,-14934.516,-.36250052E-01,-.15512516E-01
1,0,.23830608,.0000000,1,3,-14934.213,-.33836047E-01,-.20049600E-01
1,0,.23696451,.30655958E-02,1,6,-14935.677,-.18357732E-01,-.23599467E-01
1,0,.23772313,.0000000,1,4,-14934.810,-.41899755E-01,-.26594134E-01
1,0,.23734442,.58218332E-02,1,7,-14934.219,-.32656777E-01,-.20704233E-01
1,0,.23801384,.0000000,1,5,-14934.160,-.27975202E-01,-.11849781E-01
1,0,.23831536,.0000000,1,3,-14934.328,-.22083596E-02,-.14391913E-02
1,0,.23799186,.0000000,1,4,-14934.704,-.16807593E-01,-.18681409E-01
1,0,.23920332,.0000000,1,1,-14934.135,-.27161992E-01,-.19174997E-01
1,0,.23903741,.59903383E-02,1,4,-14934.354,-.30192294E-01,-.11654530E-01
1,0,.23850790,.0000000,1,6,-14934.048,-.23361471E-01,-.17002148E-01
1,0,.23821705,.32688244E-02,1,2,-14935.289,-.28728624E-01,-.53352597E-02
1,0,.23690759,.0000000,1,11,-14934.239,-.17310900E-01,-.48317150E-02
1,0,.23700981,.0000000,1,2,-14934.876,-.44987747E-01,-.24725818E-01
1,0,.23734139,.56667436E-02,1,5,-14934.707,.16866480E-02,-.51326351E-02
1,0,.23849693,.0000000,1,1,-14934.328,-.20250666E-01,-.18188444E-01
1,0,.23818129,.0000000,1,3,-14935.059,-.24251753E-01,-.37085439E-02
1,0,.23870338,.25188540E-02,1,3,-14934.034,-.92776608E-02,-.63116434E-02
1,0,.23877238,.0000000,1,3,-14934.311,-.15633092E-01,-.35497020E-02
1,0,.23905642,.0000000,1,1,-14935.157,.50107510E-03,.64566963E-02
1,0,.23905827,.27741966E-02,1,8,-14934.865,-.38216274E-01,-.14436463E-01
1,0,.23971745,.0000000,1,3,-14934.456,-.29441683E-03,-.41557979E-02
1,0,.23807431,.52269088E-02,1,7,-14935.215,-.39439165E-01,-.13305081E-01
1,0,.23885136,.0000000,1,3,-14933.920,-.17153447E-01,-.11873590E-01
1,0,.23956030,.0000000,1,3,-14933.952,-.23406157E-01,-.11489425E-01
1,0,.24053594,.35234826E-02,1,3,-14933.982,-.25483947E-01,-.12527538E-01
1,0,.24162400,.0000000,1,1,-14933.948,-.20916717E-01,-.99207656E-02
1,0,.24188052,.0000000,1,2,-14934.393,-.32065771E-01,-.22760917E-01
1,0,.24261594,.0000000,1,2,-14934.313,-.33994894E-01,-.21976775E-01
1,0,.24193647,.26885023E-02,1,3,-14935.719,-.24739329E-01,-.26823205E-01
1,0,.24181649,.0000000,1,3,-14936.175,.14790504E-01,-.22536953E-02
1,0,.24288586,.0000000,1,1,-14935.892,.12878943E-02,-.12311617E-01
1,0,.24248218,.22478479E-02,1,6,-14934.528,-.66250024E-02,-.11129066E-01
1,0,.24328064,.0000000,1,2,-14934.207,-.29825808E-01,-.12833303E-01
1,0,.24411720,.0000000,1,2,-14934.237,-.11564683E-01,-.12391816E-01
1,0,.24411720,.24835123E-02,1,1,-14935.647,-.52458800E-01,-.30808606E-01
1,0,.24482607,.0000000,1,2,-14935.370,-.50547847E-01,-.27543917E-01
1,0,.24414120,.0000000,1,11,-14935.382,.76756238E-03,.76933666E-02
1,0,.24517098,.0000000,1,1,-14935.129,.54948315E-02,.67698068E-02
1,0,.24619796,.0000000,1,1,-14934.438,-.29646674E-01,-.10558662E-01
1,0,.24457960,.37703252E-02,1,5,-14938.021,.36621550E-01,.17718108E-01
1,0,.24496425,.0000000,1,3,-14935.444,.14330813E-01,.49257210E-02
1,0,.24597909,.25937322E-02,1,1,-14934.426,-.15653859E-01,-.27472722E-02
1,0,.24666011,.0000000,1,2,-14934.264,-.23176654E-01,-.76574011E-02
1,0,.24428282,.0000000,1,16,-14934.230,-.94128633E-02,-.22411864E-02
1,0,.24381179,.0000000,1,2,-14937.038,.11434237E-01,.16735704E-01
1,0,.24448069,.0000000,1,2,-14936.277,-.16514179E-01,.46730986E-02
1,0,.24430789,.77231706E-02,1,8,-14934.138,-.64385606E-02,-.39817780E-02
1,0,.24471380,.0000000,1,2,-14934.842,-.44404278E-01,-.22856087E-01
1,0,.24568586,.0000000,1,1,-14934.278,-.34362213E-01,-.16571351E-01
1,0,.24430985,.54887955E-02,1,20,-14933.960,-.24350111E-01,-.15817637E-01
1,0,.24493994,.0000000,1,8,-14934.277,-.72445533E-02,-.13890098E-02
1,0,.24587674,.0000000,1,1,-14934.037,-.27995246E-01,-.13762699E-01
1,0,.24551987,.80448091E-02,1,6,-14935.236,.88087293E-02,.73091877E-02
1,0,.24614529,.0000000,1,2,-14934.683,-.40185990E-01,-.18140907E-01
1,0,.24681195,.19606639E-02,1,2,-14934.062,-.95395402E-02,-.83329932E-02
1,0,.24716654,.0000000,1,2,-14934.312,-.34749564E-01,-.21806825E-01
1,0,.24769189,.0000000,1,5,-14934.188,-.48520930E-02,-.42685298E-02
1,0,.24800656,.26173875E-02,1,3,-14934.111,-.98938234E-02,-.38206170E-02
1,0,.24775488,.0000000,1,1,-14937.333,-.56286664E-01,-.41006881E-01
1,0,.24830129,.0000000,1,3,-14936.867,-.43241712E-01,-.37271477E-01
1,0,.24862766,.28667587E-02,1,3,-14936.623,-.46461551E-01,-.37166072E-01
1,0,.24952858,.0000000,1,1,-14936.390,-.82894913E-03,-.15576646E-01
1,0,.25005970,.0000000,1,2,-14936.504,-.32946588E-01,-.32787544E-01
1,0,.25016545,.37040187E-02,1,6,-14936.089,-.29178959E-01,-.26162096E-02
1,0,.24996688,.0000000,1,6,-14933.976,-.21750949E-01,-.15365587E-01
1,0,.24994079,.0000000,1,2,-14934.814,.51176646E-02,-.20889125E-02
1,0,.24985532,.0000000,1,1,-14936.545,-.57440077E-01,-.36692772E-01
1,0,.25073577,.0000000,1,1,-14935.312,-.46039579E-01,-.30461245E-01
1,0,.25062217,.0000000,1,3,-14935.932,-.32655522E-01,-.52979530E-02
1,0,.25066767,.22700330E-02,1,3,-14936.233,-.41957120E-01,-.10674777E-01
1,0,.25048747,.0000000,1,4,-14936.494,-.21299680E-01,.29842082E-02
1,0,.25135597,.0000000,1,1,-14934.259,-.27941894E-01,-.10807919E-01
1,0,.25114719,.17285835E-02,1,6,-14934.358,-.27565646E-01,-.97024527E-02
1,0,.25126898,.0000000,1,1,-14935.388,.21524975E-03,.75975136E-02
1,0,.25114492,.0000000,1,1,-14937.331,-.28479266E-01,.14471207E-02
1,0,.25200370,.17682590E-02,1,1,-14936.188,-.94293712E-02,.74821838E-02
1,0,.25236894,.0000000,1,3,-14936.382,-.13244307E-01,.64823719E-02
1,0,.25293369,.0000000,1,2,-14936.335,-.14280828E-01,.58778174E-02
1,0,.25336183,.0000000,1,1,-14936.799,-.17510754E-01,.57396936E-02
1,0,.25421125,.0000000,1,1,-14935.566,-.48468107E-01,-.19972325E-01
1,0,.25343317,.13736616E-02,1,4,-14936.679,-.61496615E-01,-.34117809E-01
1,0,.25245867,.0000000,1,8,-14935.027,-.46825698E-01,-.25525849E-01
1,0,.25288264,.0000000,1,2,-14935.151,-.36804401E-01,-.11527611E-01
1,0,.25321445,.31359365E-02,1,3,-14935.954,-.52745301E-02,.82638208E-02
1,0,.25326377,.0000000,1,1,-14937.167,-.31876817E-01,-.97087323E-03
1,0,.25428372,.0000000,1,3,-14935.448,.13764616E-01,.72810885E-02
1,0,.25418800,.0000000,1,3,-14935.843,.12536092E-01,.11484721E-01
1,0,.25447285,.10834013E-02,1,1,-14936.513,.23756195E-01,.13337226E-01
1,0,.25398787,.0000000,1,2,-14939.183,.40114925E-01,.25825107E-01
1,0,.25481038,.0000000,1,1,-14935.628,-.85554496E-04,.86192570E-02
1,0,.25430651,.21598632E-02,1,7,-14936.339,.21844729E-01,.12826459E-01
1,0,.25512148,.0000000,1,1,-14936.092,.20886168E-01,.74258623E-02
1,0,.25541861,.0000000,1,3,-14934.059,-.23482493E-01,-.17172433E-01
1,0,.25545117,.0000000,1,1,-14935.313,-.21415435E-01,-.23765856E-01
1,0,.25462538,.17237323E-02,1,11,-14934.787,.60460473E-02,.14398669E-02
1,0,.25468452,.0000000,1,4,-14934.358,-.27589966E-02,-.58180093E-02
1,0,.25407774,.40361234E-02,1,3,-14936.059,-.40769890E-02,-.16602346E-01
1,0,.25380693,.0000000,1,5,-14934.200,-.29466445E-01,-.12607906E-01
1,0,.25364365,.20229828E-02,1,5,-14934.050,-.20697095E-01,-.15935244E-01
1,0,.25387324,.0000000,1,1,-14934.803,-.33198171E-01,-.25956184E-01
1,0,.25439140,.0000000,1,2,-14934.321,-.14674568E-01,-.15106200E-01
1,0,.25419297,.24532260E-02,1,7,-14934.149,-.18828172E-01,-.16039125E-01
1,0,.25417465,.0000000,1,1,-14935.590,.69803856E-02,-.64059414E-02
1,0,.25495236,.0000000,1,1,-14934.686,-.84934844E-02,-.13515362E-01
1,0,.25471256,.20275624E-02,1,2,-14935.961,.15217102E-01,-.45284809E-03
1,0,.25509818,.0000000,1,4,-14935.791,-.54473449E-01,-.30063306E-01
1,0,.25379929,.21523839E-02,1,11,-14934.888,-.71737427E-02,-.13748508E-01
1,0,.25297199,.0000000,1,8,-14934.846,-.38547915E-01,-.27175099E-01
1,0,.25234152,.0000000,1,3,-14937.388,-.32919070E-01,-.35283050E-01
1,0,.25309826,.0000000,1,1,-14935.926,-.34585931E-01,-.31450163E-01
1,0,.25308096,.41416096E-02,1,11,-14933.941,-.24819094E-01,-.15270669E-01
1,0,.25275285,.0000000,1,5,-14935.219,-.23708671E-01,-.27137820E-02
1,0,.25349638,.0000000,1,1,-14935.024,-.46649458E-01,-.23976862E-01
1,0,.25352764,.32278819E-02,1,6,-14934.847,-.21668357E-02,.40923019E-02
1,0,.25291077,.0000000,1,12,-14933.911,-.23244976E-01,-.12791330E-01
1,0,.25317557,.43342874E-02,1,1,-14934.557,-.22543000E-01,-.20726221E-01
1,0,.25390418,.0000000,1,1,-14934.509,-.11181673E-01,-.48799462E-03
1,0,.25428441,.0000000,1,3,-14935.263,-.27847111E-01,-.26399679E-01
1,0,.25405514,.18024396E-02,1,5,-14934.596,-.17021747E-01,-.18211069E-01
1,0,.25477656,.0000000,1,1,-14934.054,-.86657688E-02,-.65069950E-02
1,0,.25519176,.0000000,1,1,-14934.433,-.21598113E-01,-.19536940E-01
1,0,.25662380,.23196555E-02,1,5,-14933.901,-.17073763E-01,-.11045213E-01
1,0,.25707250,.0000000,1,1,-14934.224,-.72440953E-02,-.20388871E-02
1,0,.25677125,.0000000,1,3,-14935.022,.89704821E-02,.41030736E-02
1,0,.25578315,.19724474E-02,1,9,-14934.566,-.32209928E-02,.18630135E-02
1,0,.25605497,.0000000,1,3,-14934.965,-.67154899E-02,.36054098E-02
1,0,.25595504,.0000000,1,1,-14936.860,-.26732447E-01,-.31252869E-01
1,0,.25665830,.0000000,1,1,-14935.242,.11739420E-01,.26230516E-02
1,0,.25736023,.0000000,1,1,-14934.488,-.25308098E-01,-.73336918E-02
1,0,.25698570,.0000000,1,3,-14935.477,-.51587144E-01,-.28326672E-01
1,0,.25768468,.0000000,1,1,-14935.346,.12847569E-01,.63193452E-02
1,0,.25632101,.15031027E-02,1,12,-14937.083,-.16558894E-01,-.26903063E-01
1,0,.25607397,.0000000,1,5,-14936.547,.24627933E-01,.80924188E-02
1,0,.25676215,.0000000,1,1,-14936.396,.22974464E-01,.67131321E-02
1,0,.25640294,.0000000,1,6,-14934.799,-.29141453E-01,-.24699662E-01
1,0,.25609683,.18296479E-02,1,2,-14936.574,-.59005969E-01,-.26445449E-01
1,0,.25654606,.0000000,1,2,-14934.092,-.23839611E-01,-.96734248E-02
1,0,.25560209,.13259611E-02,1,8,-14934.545,-.23261535E-01,-.20976044E-01
1,0,.25627882,.0000000,1,1,-14934.149,-.10933904E-01,-.34674565E-02
1,0,.25629311,.0000000,1,2,-14934.859,.25868029E-02,-.56327822E-02
1,0,.25688113,.16611227E-02,1,5,-14934.897,-.98341290E-02,-.15549567E-01
1,0,.25755181,.0000000,1,1,-14934.364,-.10121914E-01,-.12455344E-01
1,0,.25823100,.0000000,1,2,-14934.136,-.64868523E-02,-.60222568E-02
1,0,.25925068,.17630634E-02,1,2,-14934.212,-.33213774E-01,-.20396034E-01
1,0,.25954498,.0000000,1,1,-14934.745,-.39638230E-01,-.26330481E-01
1,0,.25952053,.0000000,1,6,-14935.176,-.34108355E-01,-.93964848E-02
1,0,.25970598,.11182713E-02,1,1,-14935.937,-.61389092E-02,.78907374E-02
1,0,.25991452,.0000000,1,3,-14935.160,.10467468E-01,.54127300E-02
1,0,.25993783,.0000000,1,2,-14935.765,-.46030384E-01,-.16168012E-01
1,0,.25984627,.0000000,1,2,-14936.927,.26844410E-01,.15578766E-01
1,0,.26050243,.21791369E-02,1,1,-14935.438,-.32353244E-01,-.70129562E-02
1,0,.26006758,.0000000,1,3,-14936.754,-.96659106E-02,.91180940E-02
1,0,.26033246,.0000000,1,3,-14934.135,-.64093527E-02,-.42008142E-02
1,0,.26059613,.0000000,1,1,-14934.715,.26372879E-02,-.41184798E-02
1,0,.26101238,.15015914E-02,1,3,-14933.927,-.14949983E-01,-.10248549E-01
1,0,.26148522,.0000000,1,4,-14935.046,-.13136874E-01,-.18267816E-01
1,0,.26213134,.0000000,1,1,-14934.200,-.13593766E-01,-.36890709E-02
1,0,.26235376,.16552734E-02,1,1,-14934.860,-.12890364E-01,.86154328E-03
1,0,.26135091,.0000000,1,5,-14936.808,-.42095718E-01,-.87474776E-02
1,0,.26123766,.0000000,1,3,-14937.271,.61710130E-02,.16186530E-01
1,0,.26082217,.0000000,1,6,-14938.828,-.15689135E-02,.17577915E-01
1,0,.26101226,.23397776E-02,1,3,-14936.710,-.41252613E-01,-.84606969E-02
1,0,.26087340,.0000000,1,5,-14934.278,-.19224009E-01,-.54251333E-02
1,0,.26109317,.15093243E-02,1,3,-14934.611,.26442451E-02,.15081897E-02
1,0,.26105830,.0000000,1,5,-14934.792,-.32341392E-01,-.10172859E-01
1,0,.26128786,.10250440E-02,1,3,-14934.988,-.43732484E-01,-.28018919E-01
1,0,.26126719,.0000000,1,3,-14935.267,-.49338104E-01,-.25201571E-01
1,0,.26161630,.0000000,1,2,-14935.336,-.46732194E-01,-.19721523E-01
1,0,.26141715,.13571554E-02,1,3,-14937.018,-.59832780E-01,-.24297680E-01
1,0,.26205241,.0000000,1,2,-14936.367,-.22083326E-01,.21974692E-02
1,0,.26245266,.0000000,1,2,-14936.332,-.29512718E-01,-.20255255E-02
1,0,.26335581,.96446224E-03,1,4,-14934.075,-.12432668E-01,-.47299739E-02
1,0,.26353459,.0000000,1,5,-14934.236,-.27192080E-01,-.10477998E-01
1,0,.26293926,.16145336E-02,1,5,-14934.924,.48942874E-02,-.37261429E-02
1,0,.26355144,.0000000,1,1,-14934.788,-.25191195E-01,-.55466863E-02
1,0,.26386718,.0000000,1,1,-14935.228,-.32915216E-01,-.83152061E-02
1,0,.26432673,.0000000,1,2,-14935.108,-.18113713E-01,-.21275106E-01
1,0,.26473392,.87323575E-03,1,2,-14935.140,-.30018080E-01,-.26687492E-01
1,0,.26472147,.0000000,1,2,-14935.804,-.18720461E-02,.88291345E-02
1,0,.26440419,.0000000,1,2,-14937.827,-.44061632E-01,-.70872494E-02
1,0,.26432680,.10295359E-02,1,5,-14935.615,-.94640710E-02,.54626996E-02
1,0,.26470619,.0000000,1,1,-14935.934,-.48908214E-01,-.18062594E-01
1,0,.26523069,.0000000,1,2,-14934.531,-.51129859E-02,-.99573733E-02
1,0,.26508823,.0000000,1,1,-14936.926,-.63438153E-01,-.32976795E-01
1,0,.26547207,.85035510E-03,1,2,-14935.510,-.50939810E-01,-.24137913E-01
